"DIM_LOAN_ID","GRADE","SUB_GRADE","TERM","LOAN_STATUS","PURPOSE","VERIFICATION_STATUS"
2688,"D","D3"," 36 months","Fully Paid","medical","Source Verified"
2689,"D","D3"," 36 months","Fully Paid","medical","Verified"
2690,"D","D3"," 36 months","Fully Paid","moving","Not Verified"
2691,"D","D3"," 36 months","Fully Paid","moving","Source Verified"
2692,"D","D3"," 36 months","Fully Paid","moving","Verified"
2693,"D","D3"," 36 months","Fully Paid","other","Not Verified"
2694,"D","D3"," 36 months","Fully Paid","other","Source Verified"
2695,"D","D3"," 36 months","Fully Paid","other","Verified"
2696,"D","D3"," 36 months","Fully Paid","renewable_energy","Not Verified"
2697,"D","D3"," 36 months","Fully Paid","renewable_energy","Source Verified"
2698,"D","D3"," 36 months","Fully Paid","renewable_energy","Verified"
2699,"D","D3"," 36 months","Fully Paid","small business","Not Verified"
2700,"D","D5"," 36 months","Fully Paid","small business","Source Verified"
2701,"D","D5"," 36 months","Fully Paid","small business","Verified"
2702,"D","D5"," 36 months","Fully Paid","vacation","Not Verified"
2703,"D","D5"," 36 months","Fully Paid","vacation","Source Verified"
2704,"D","D5"," 36 months","Fully Paid","wedding","Not Verified"
2705,"D","D5"," 36 months","Fully Paid","wedding","Source Verified"
2706,"D","D5"," 36 months","Fully Paid","wedding","Verified"
2707,"D","D5"," 60 months","Charged Off","Debt consolidation","Not Verified"
2708,"D","D5"," 60 months","Charged Off","Debt consolidation","Source Verified"
2709,"D","D5"," 60 months","Charged Off","Debt consolidation","Verified"
2710,"C","C5"," 36 months","Fully Paid","Debt consolidation","Source Verified"
2711,"D","D2"," 36 months","Charged Off","car","Not Verified"
2712,"D","D2"," 36 months","Charged Off","car","Source Verified"
2713,"D","D2"," 36 months","Charged Off","credit card","Not Verified"
2714,"D","D2"," 36 months","Charged Off","credit card","Source Verified"
2715,"D","D2"," 36 months","Charged Off","credit card","Verified"
2716,"D","D2"," 36 months","Charged Off","educational","Not Verified"
2717,"D","D2"," 36 months","Charged Off","home improvement","Not Verified"
2718,"D","D2"," 36 months","Charged Off","home improvement","Source Verified"
2719,"D","D2"," 36 months","Charged Off","home improvement","Verified"
2720,"D","D2"," 36 months","Charged Off","house","Not Verified"
2721,"D","D2"," 36 months","Charged Off","major purchase","Not Verified"
2722,"D","D2"," 36 months","Charged Off","major purchase","Source Verified"
2723,"D","D2"," 36 months","Charged Off","medical","Not Verified"
2724,"D","D2"," 36 months","Charged Off","moving","Not Verified"
2725,"D","D2"," 36 months","Charged Off","other","Not Verified"
2726,"D","D2"," 36 months","Charged Off","other","Source Verified"
2727,"D","D2"," 36 months","Charged Off","other","Verified"
2728,"D","D2"," 36 months","Charged Off","small business","Not Verified"
2729,"D","D2"," 36 months","Charged Off","small business","Source Verified"
2730,"D","D2"," 36 months","Charged Off","small business","Verified"
2731,"D","D2"," 36 months","Charged Off","vacation","Source Verified"
2732,"D","D2"," 36 months","Charged Off","wedding","Not Verified"
2733,"D","D2"," 36 months","Charged Off","wedding","Source Verified"
2734,"D","D2"," 36 months","Fully Paid","Debt consolidation","Not Verified"
2735,"D","D3"," 36 months","Fully Paid","small business","Source Verified"
2736,"D","D3"," 36 months","Fully Paid","small business","Verified"
2737,"D","D3"," 36 months","Fully Paid","vacation","Not Verified"
2738,"D","D3"," 36 months","Fully Paid","vacation","Verified"
2739,"D","D3"," 36 months","Fully Paid","wedding","Not Verified"
2740,"D","D3"," 36 months","Fully Paid","wedding","Source Verified"
2741,"D","D3"," 36 months","Fully Paid","wedding","Verified"
2742,"D","D3"," 60 months","Charged Off","Debt consolidation","Not Verified"
2743,"D","D3"," 60 months","Charged Off","Debt consolidation","Source Verified"
2744,"D","D3"," 60 months","Charged Off","Debt consolidation","Verified"
2745,"D","D3"," 60 months","Charged Off","car","Not Verified"
2746,"D","D3"," 60 months","Charged Off","car","Source Verified"
2747,"D","D3"," 60 months","Charged Off","car","Verified"
2748,"D","D3"," 60 months","Charged Off","credit card","Not Verified"
2749,"D","D3"," 60 months","Charged Off","credit card","Source Verified"
2750,"D","D5"," 60 months","Charged Off","car","Not Verified"
2751,"D","D5"," 60 months","Charged Off","car","Source Verified"
2752,"D","D5"," 60 months","Charged Off","credit card","Not Verified"
2753,"D","D5"," 60 months","Charged Off","credit card","Source Verified"
2754,"D","D5"," 60 months","Charged Off","credit card","Verified"
2755,"D","D5"," 60 months","Charged Off","home improvement","Source Verified"
2756,"D","D5"," 60 months","Charged Off","home improvement","Verified"
2757,"D","D5"," 60 months","Charged Off","major purchase","Not Verified"
2758,"D","D5"," 60 months","Charged Off","major purchase","Source Verified"
2759,"D","D5"," 60 months","Charged Off","major purchase","Verified"
2760,"D","D5"," 60 months","Charged Off","medical","Not Verified"
2761,"D","D5"," 60 months","Charged Off","medical","Source Verified"
2762,"D","D5"," 60 months","Charged Off","moving","Source Verified"
2763,"D","D5"," 60 months","Charged Off","other","Not Verified"
2764,"D","D5"," 60 months","Charged Off","other","Source Verified"
2765,"D","D5"," 60 months","Charged Off","other","Verified"
2766,"D","D5"," 60 months","Charged Off","small business","Not Verified"
2767,"D","D5"," 60 months","Charged Off","small business","Source Verified"
2768,"D","D5"," 60 months","Charged Off","small business","Verified"
2769,"D","D5"," 60 months","Charged Off","wedding","Verified"
2770,"D","D5"," 60 months","Current","Debt consolidation","Source Verified"
2771,"D","D5"," 60 months","Current","Debt consolidation","Verified"
2772,"D","D5"," 60 months","Current","credit card","Verified"
2773,"D","D5"," 60 months","Current","home improvement","Source Verified"
2774,"D","D5"," 60 months","Current","home improvement","Verified"
2775,"D","D5"," 60 months","Current","house","Source Verified"
2776,"D","D5"," 60 months","Current","moving","Verified"
2777,"D","D5"," 60 months","Current","other","Not Verified"
2778,"D","D5"," 60 months","Current","other","Source Verified"
2779,"D","D5"," 60 months","Current","other","Verified"
2780,"D","D5"," 60 months","Current","small business","Not Verified"
2781,"D","D5"," 60 months","Current","wedding","Not Verified"
2782,"D","D5"," 60 months","Current","wedding","Verified"
2783,"D","D5"," 60 months","Fully Paid","Debt consolidation","Not Verified"
2784,"C","C5"," 36 months","Fully Paid","Debt consolidation","Verified"
2785,"D","D3"," 60 months","Charged Off","credit card","Verified"
2786,"D","D3"," 60 months","Charged Off","educational","Source Verified"
2787,"D","D3"," 60 months","Charged Off","home improvement","Not Verified"
2788,"D","D3"," 60 months","Charged Off","home improvement","Source Verified"
2789,"D","D3"," 60 months","Charged Off","home improvement","Verified"
2790,"D","D3"," 60 months","Charged Off","house","Not Verified"
2791,"D","D3"," 60 months","Charged Off","house","Source Verified"
2792,"D","D3"," 60 months","Charged Off","house","Verified"
2793,"D","D3"," 60 months","Charged Off","major purchase","Source Verified"
2794,"D","D3"," 60 months","Charged Off","major purchase","Verified"
2795,"D","D3"," 60 months","Charged Off","medical","Verified"
2796,"D","D3"," 60 months","Charged Off","moving","Source Verified"
2797,"D","D3"," 60 months","Charged Off","moving","Verified"
2798,"D","D3"," 60 months","Charged Off","other","Not Verified"
2799,"D","D3"," 60 months","Charged Off","other","Source Verified"
2800,"D","D3"," 60 months","Charged Off","other","Verified"
2801,"D","D3"," 60 months","Charged Off","small business","Not Verified"
2802,"D","D3"," 60 months","Charged Off","small business","Source Verified"
2803,"D","D3"," 60 months","Charged Off","small business","Verified"
2804,"D","D3"," 60 months","Charged Off","wedding","Not Verified"
2805,"D","D3"," 60 months","Charged Off","wedding","Source Verified"
2806,"D","D3"," 60 months","Charged Off","wedding","Verified"
2807,"D","D3"," 60 months","Current","Debt consolidation","Not Verified"
2808,"D","D3"," 60 months","Current","Debt consolidation","Source Verified"
2809,"D","D3"," 60 months","Current","Debt consolidation","Verified"
2810,"D","D3"," 60 months","Current","car","Not Verified"
2811,"D","D3"," 60 months","Current","credit card","Not Verified"
2812,"D","D3"," 60 months","Current","credit card","Source Verified"
2813,"D","D3"," 60 months","Current","credit card","Verified"
2814,"D","D3"," 60 months","Current","major purchase","Source Verified"
2815,"D","D3"," 60 months","Current","medical","Verified"
2816,"D","D3"," 60 months","Current","other","Not Verified"
2817,"D","D3"," 60 months","Current","other","Source Verified"
2818,"D","D3"," 60 months","Current","other","Verified"
2819,"D","D3"," 60 months","Current","small business","Not Verified"
2820,"D","D3"," 60 months","Current","small business","Source Verified"
2821,"D","D3"," 60 months","Current","wedding","Source Verified"
2822,"D","D3"," 60 months","Fully Paid","Debt consolidation","Not Verified"
2823,"D","D5"," 60 months","Fully Paid","Debt consolidation","Source Verified"
2824,"D","D5"," 60 months","Fully Paid","Debt consolidation","Verified"
2825,"C","C5"," 36 months","Fully Paid","car","Not Verified"
2826,"C","C5"," 36 months","Fully Paid","car","Source Verified"
2827,"C","C5"," 36 months","Fully Paid","car","Verified"
2828,"C","C5"," 36 months","Fully Paid","credit card","Not Verified"
2829,"C","C5"," 36 months","Fully Paid","credit card","Source Verified"
2830,"C","C5"," 36 months","Fully Paid","credit card","Verified"
2831,"D","D2"," 36 months","Fully Paid","Debt consolidation","Source Verified"
2832,"D","D3"," 60 months","Fully Paid","Debt consolidation","Source Verified"
2833,"D","D3"," 60 months","Fully Paid","Debt consolidation","Verified"
2834,"D","D5"," 60 months","Fully Paid","car","Not Verified"
2835,"D","D5"," 60 months","Fully Paid","car","Source Verified"
2836,"D","D5"," 60 months","Fully Paid","car","Verified"
2837,"D","D5"," 60 months","Fully Paid","credit card","Not Verified"
2838,"D","D5"," 60 months","Fully Paid","credit card","Source Verified"
2839,"D","D5"," 60 months","Fully Paid","credit card","Verified"
2840,"D","D5"," 60 months","Fully Paid","home improvement","Not Verified"
2841,"D","D5"," 60 months","Fully Paid","home improvement","Source Verified"
2842,"D","D5"," 60 months","Fully Paid","home improvement","Verified"
2843,"C","C5"," 36 months","Fully Paid","educational","Not Verified"
2844,"C","C5"," 36 months","Fully Paid","educational","Source Verified"
2845,"C","C5"," 36 months","Fully Paid","educational","Verified"
2846,"C","C5"," 36 months","Fully Paid","home improvement","Not Verified"
2847,"C","C5"," 36 months","Fully Paid","home improvement","Source Verified"
2848,"C","C5"," 36 months","Fully Paid","home improvement","Verified"
2849,"C","C5"," 36 months","Fully Paid","house","Not Verified"
2850,"C","C5"," 36 months","Fully Paid","house","Source Verified"
2851,"C","C5"," 36 months","Fully Paid","house","Verified"
2852,"C","C5"," 36 months","Fully Paid","major purchase","Not Verified"
2853,"C","C5"," 36 months","Fully Paid","major purchase","Source Verified"
2854,"C","C5"," 36 months","Fully Paid","major purchase","Verified"
2855,"C","C5"," 36 months","Fully Paid","medical","Not Verified"
2856,"C","C5"," 36 months","Fully Paid","medical","Source Verified"
2857,"C","C5"," 36 months","Fully Paid","medical","Verified"
2858,"C","C5"," 36 months","Fully Paid","moving","Not Verified"
2859,"D","D2"," 36 months","Fully Paid","Debt consolidation","Verified"
2860,"D","D3"," 60 months","Fully Paid","car","Not Verified"
2861,"D","D3"," 60 months","Fully Paid","car","Source Verified"
2862,"D","D3"," 60 months","Fully Paid","credit card","Not Verified"
2863,"D","D3"," 60 months","Fully Paid","credit card","Source Verified"
2864,"D","D3"," 60 months","Fully Paid","credit card","Verified"
2865,"D","D5"," 60 months","Fully Paid","house","Not Verified"
2866,"D","D5"," 60 months","Fully Paid","house","Source Verified"
2867,"D","D5"," 60 months","Fully Paid","house","Verified"
2868,"D","D5"," 60 months","Fully Paid","major purchase","Not Verified"
2869,"D","D5"," 60 months","Fully Paid","major purchase","Source Verified"
2870,"D","D5"," 60 months","Fully Paid","major purchase","Verified"
2871,"D","D5"," 60 months","Fully Paid","medical","Not Verified"
2872,"D","D5"," 60 months","Fully Paid","medical","Source Verified"
2873,"D","D5"," 60 months","Fully Paid","medical","Verified"
2874,"D","D5"," 60 months","Fully Paid","moving","Source Verified"
2875,"D","D5"," 60 months","Fully Paid","other","Not Verified"
2876,"D","D5"," 60 months","Fully Paid","other","Source Verified"
2877,"D","D5"," 60 months","Fully Paid","other","Verified"
2878,"D","D5"," 60 months","Fully Paid","renewable_energy","Verified"
2879,"D","D5"," 60 months","Fully Paid","small business","Verified"
2880,"D","D5"," 60 months","Fully Paid","vacation","Verified"
2881,"D","D5"," 60 months","Fully Paid","wedding","Not Verified"
2882,"D","D5"," 60 months","Fully Paid","wedding","Source Verified"
2883,"D","D5"," 60 months","Fully Paid","wedding","Verified"
2884,"E","E1"," 36 months","Charged Off","Debt consolidation","Not Verified"
2885,"E","E1"," 36 months","Charged Off","Debt consolidation","Source Verified"
2886,"E","E1"," 36 months","Charged Off","Debt consolidation","Verified"
2887,"E","E1"," 36 months","Charged Off","credit card","Not Verified"
2888,"E","E1"," 36 months","Charged Off","credit card","Source Verified"
2889,"E","E1"," 36 months","Charged Off","educational","Not Verified"
2890,"E","E1"," 36 months","Charged Off","educational","Source Verified"
2891,"E","E1"," 36 months","Charged Off","home improvement","Not Verified"
2892,"E","E1"," 36 months","Charged Off","home improvement","Verified"
2893,"E","E1"," 36 months","Charged Off","house","Not Verified"
2894,"E","E1"," 36 months","Charged Off","house","Source Verified"
2895,"E","E1"," 36 months","Charged Off","major purchase","Source Verified"
2896,"E","E1"," 36 months","Charged Off","major purchase","Verified"
2897,"E","E1"," 36 months","Charged Off","medical","Source Verified"
2898,"E","E1"," 36 months","Charged Off","moving","Source Verified"
2899,"E","E1"," 36 months","Charged Off","other","Not Verified"
2900,"E","E1"," 36 months","Charged Off","other","Source Verified"
2901,"E","E1"," 36 months","Charged Off","other","Verified"
2902,"E","E1"," 36 months","Charged Off","small business","Not Verified"
2903,"C","C5"," 36 months","Fully Paid","moving","Source Verified"
2904,"C","C5"," 36 months","Fully Paid","other","Not Verified"
2905,"C","C5"," 36 months","Fully Paid","other","Source Verified"
2906,"C","C5"," 36 months","Fully Paid","other","Verified"
2907,"C","C5"," 36 months","Fully Paid","renewable_energy","Source Verified"
2908,"C","C5"," 36 months","Fully Paid","small business","Not Verified"
2909,"C","C5"," 36 months","Fully Paid","small business","Source Verified"
2910,"C","C5"," 36 months","Fully Paid","small business","Verified"
2911,"C","C5"," 36 months","Fully Paid","vacation","Not Verified"
2912,"C","C5"," 36 months","Fully Paid","vacation","Source Verified"
2913,"C","C5"," 36 months","Fully Paid","vacation","Verified"
2914,"C","C5"," 36 months","Fully Paid","wedding","Not Verified"
2915,"D","D2"," 36 months","Fully Paid","car","Not Verified"
2916,"D","D2"," 36 months","Fully Paid","car","Source Verified"
2917,"D","D2"," 36 months","Fully Paid","car","Verified"
2918,"D","D2"," 36 months","Fully Paid","credit card","Not Verified"
2919,"D","D2"," 36 months","Fully Paid","credit card","Source Verified"
2920,"D","D2"," 36 months","Fully Paid","credit card","Verified"
2921,"D","D2"," 36 months","Fully Paid","educational","Not Verified"
2922,"D","D2"," 36 months","Fully Paid","educational","Source Verified"
2923,"D","D2"," 36 months","Fully Paid","home improvement","Not Verified"
2924,"D","D2"," 36 months","Fully Paid","home improvement","Source Verified"
2925,"D","D3"," 60 months","Fully Paid","educational","Source Verified"
2926,"D","D3"," 60 months","Fully Paid","home improvement","Not Verified"
2927,"D","D3"," 60 months","Fully Paid","home improvement","Source Verified"
2928,"D","D3"," 60 months","Fully Paid","home improvement","Verified"
2929,"D","D3"," 60 months","Fully Paid","house","Source Verified"
2930,"D","D3"," 60 months","Fully Paid","house","Verified"
2931,"D","D3"," 60 months","Fully Paid","major purchase","Not Verified"
2932,"D","D3"," 60 months","Fully Paid","major purchase","Source Verified"
2933,"D","D3"," 60 months","Fully Paid","major purchase","Verified"
2934,"D","D3"," 60 months","Fully Paid","medical","Not Verified"
2935,"D","D3"," 60 months","Fully Paid","medical","Source Verified"
2936,"D","D3"," 60 months","Fully Paid","medical","Verified"
2937,"D","D3"," 60 months","Fully Paid","moving","Not Verified"
2938,"D","D3"," 60 months","Fully Paid","moving","Source Verified"
2939,"D","D3"," 60 months","Fully Paid","moving","Verified"
2940,"D","D3"," 60 months","Fully Paid","other","Not Verified"
2941,"D","D3"," 60 months","Fully Paid","other","Source Verified"
2942,"D","D3"," 60 months","Fully Paid","other","Verified"
2943,"D","D3"," 60 months","Fully Paid","renewable_energy","Source Verified"
2944,"D","D3"," 60 months","Fully Paid","small business","Not Verified"
2945,"D","D3"," 60 months","Fully Paid","small business","Source Verified"
2946,"D","D3"," 60 months","Fully Paid","small business","Verified"
2947,"D","D3"," 60 months","Fully Paid","vacation","Not Verified"
2948,"D","D3"," 60 months","Fully Paid","vacation","Source Verified"
2949,"D","D3"," 60 months","Fully Paid","wedding","Not Verified"
2950,"D","D3"," 60 months","Fully Paid","wedding","Source Verified"
2951,"D","D3"," 60 months","Fully Paid","wedding","Verified"
2952,"D","D4"," 36 months","Charged Off","Debt consolidation","Not Verified"
2953,"E","E1"," 36 months","Charged Off","small business","Source Verified"
2954,"E","E1"," 36 months","Charged Off","small business","Verified"
2955,"E","E1"," 36 months","Charged Off","wedding","Not Verified"
2956,"E","E1"," 36 months","Fully Paid","Debt consolidation","Not Verified"
2957,"E","E1"," 36 months","Fully Paid","Debt consolidation","Source Verified"
2958,"E","E1"," 36 months","Fully Paid","Debt consolidation","Verified"
2959,"C","C5"," 36 months","Fully Paid","wedding","Source Verified"
2960,"C","C5"," 36 months","Fully Paid","wedding","Verified"
2961,"C","C5"," 60 months","Charged Off","Debt consolidation","Not Verified"
2962,"C","C5"," 60 months","Charged Off","Debt consolidation","Source Verified"
2963,"C","C5"," 60 months","Charged Off","Debt consolidation","Verified"
2964,"C","C5"," 60 months","Charged Off","car","Source Verified"
2965,"C","C5"," 60 months","Charged Off","car","Verified"
2966,"C","C5"," 60 months","Charged Off","credit card","Not Verified"
2967,"C","C5"," 60 months","Charged Off","credit card","Source Verified"
2968,"C","C5"," 60 months","Charged Off","credit card","Verified"
2969,"C","C5"," 60 months","Charged Off","home improvement","Source Verified"
2970,"C","C5"," 60 months","Charged Off","house","Verified"
2971,"C","C5"," 60 months","Charged Off","major purchase","Verified"
2972,"C","C5"," 60 months","Charged Off","medical","Not Verified"
2973,"C","C5"," 60 months","Charged Off","medical","Verified"
2974,"C","C5"," 60 months","Charged Off","other","Not Verified"
2975,"C","C5"," 60 months","Charged Off","other","Source Verified"
2976,"C","C5"," 60 months","Charged Off","other","Verified"
2977,"C","C5"," 60 months","Charged Off","small business","Not Verified"
2978,"C","C5"," 60 months","Charged Off","small business","Verified"
2979,"C","C5"," 60 months","Current","Debt consolidation","Not Verified"
2980,"C","C5"," 60 months","Current","Debt consolidation","Source Verified"
2981,"C","C5"," 60 months","Current","Debt consolidation","Verified"
2982,"C","C5"," 60 months","Current","car","Not Verified"
2983,"C","C5"," 60 months","Current","car","Verified"
2984,"C","C5"," 60 months","Current","credit card","Not Verified"
2985,"C","C5"," 60 months","Current","credit card","Verified"
2986,"C","C5"," 60 months","Current","home improvement","Verified"
2987,"C","C5"," 60 months","Current","house","Source Verified"
2988,"C","C5"," 60 months","Current","other","Not Verified"
2989,"C","C5"," 60 months","Current","small business","Verified"
2990,"C","C5"," 60 months","Current","wedding","Not Verified"
2991,"C","C5"," 60 months","Fully Paid","Debt consolidation","Not Verified"
2992,"D","D2"," 36 months","Fully Paid","home improvement","Verified"
2993,"D","D2"," 36 months","Fully Paid","house","Not Verified"
2994,"D","D2"," 36 months","Fully Paid","house","Source Verified"
2995,"D","D2"," 36 months","Fully Paid","house","Verified"
2996,"D","D2"," 36 months","Fully Paid","major purchase","Not Verified"
2997,"D","D2"," 36 months","Fully Paid","major purchase","Source Verified"
2998,"D","D2"," 36 months","Fully Paid","major purchase","Verified"
2999,"D","D2"," 36 months","Fully Paid","medical","Not Verified"
3000,"D","D2"," 36 months","Fully Paid","medical","Source Verified"
3001,"D","D2"," 36 months","Fully Paid","medical","Verified"
3002,"D","D2"," 36 months","Fully Paid","moving","Not Verified"
3003,"D","D2"," 36 months","Fully Paid","moving","Source Verified"
3004,"D","D2"," 36 months","Fully Paid","moving","Verified"
3005,"D","D2"," 36 months","Fully Paid","other","Not Verified"
3006,"D","D2"," 36 months","Fully Paid","other","Source Verified"
3007,"D","D2"," 36 months","Fully Paid","other","Verified"
3008,"D","D4"," 36 months","Charged Off","Debt consolidation","Source Verified"
3009,"D","D4"," 36 months","Charged Off","Debt consolidation","Verified"
3010,"D","D4"," 36 months","Charged Off","car","Not Verified"
3011,"D","D4"," 36 months","Charged Off","credit card","Not Verified"
3012,"D","D4"," 36 months","Charged Off","credit card","Verified"
3013,"D","D4"," 36 months","Charged Off","home improvement","Not Verified"
3014,"D","D4"," 36 months","Charged Off","home improvement","Source Verified"
3015,"D","D4"," 36 months","Charged Off","home improvement","Verified"
3016,"D","D4"," 36 months","Charged Off","house","Not Verified"
3017,"D","D4"," 36 months","Charged Off","major purchase","Not Verified"
3018,"D","D4"," 36 months","Charged Off","major purchase","Source Verified"
3019,"D","D4"," 36 months","Charged Off","major purchase","Verified"
3020,"D","D4"," 36 months","Charged Off","medical","Not Verified"
3021,"D","D4"," 36 months","Charged Off","medical","Source Verified"
3022,"D","D4"," 36 months","Charged Off","moving","Source Verified"
3023,"D","D4"," 36 months","Charged Off","other","Not Verified"
3024,"D","D4"," 36 months","Charged Off","other","Source Verified"
3025,"D","D4"," 36 months","Charged Off","other","Verified"
3026,"D","D4"," 36 months","Charged Off","small business","Not Verified"
3027,"D","D4"," 36 months","Charged Off","small business","Verified"
3028,"D","D4"," 36 months","Charged Off","wedding","Not Verified"
3029,"D","D4"," 36 months","Fully Paid","Debt consolidation","Not Verified"
3030,"E","E1"," 36 months","Fully Paid","car","Not Verified"
3031,"E","E1"," 36 months","Fully Paid","car","Source Verified"
3032,"E","E1"," 36 months","Fully Paid","car","Verified"
3033,"E","E1"," 36 months","Fully Paid","credit card","Not Verified"
3034,"E","E1"," 36 months","Fully Paid","credit card","Source Verified"
3035,"E","E1"," 36 months","Fully Paid","credit card","Verified"
3036,"E","E1"," 36 months","Fully Paid","educational","Not Verified"
3037,"E","E1"," 36 months","Fully Paid","home improvement","Not Verified"
3038,"E","E1"," 36 months","Fully Paid","home improvement","Source Verified"
3039,"E","E1"," 36 months","Fully Paid","home improvement","Verified"
3040,"E","E1"," 36 months","Fully Paid","major purchase","Not Verified"
3041,"E","E1"," 36 months","Fully Paid","major purchase","Source Verified"
3042,"E","E1"," 36 months","Fully Paid","medical","Not Verified"
3043,"E","E1"," 36 months","Fully Paid","medical","Verified"
3044,"E","E1"," 36 months","Fully Paid","moving","Source Verified"
3045,"E","E1"," 36 months","Fully Paid","other","Not Verified"
3046,"E","E1"," 36 months","Fully Paid","other","Source Verified"
3047,"E","E1"," 36 months","Fully Paid","other","Verified"
3048,"E","E1"," 36 months","Fully Paid","small business","Not Verified"
3049,"E","E1"," 36 months","Fully Paid","small business","Source Verified"
3050,"E","E1"," 36 months","Fully Paid","small business","Verified"
3051,"E","E1"," 36 months","Fully Paid","vacation","Not Verified"
3052,"E","E1"," 36 months","Fully Paid","wedding","Not Verified"
3053,"E","E1"," 36 months","Fully Paid","wedding","Verified"
3054,"E","E1"," 60 months","Charged Off","Debt consolidation","Not Verified"
3055,"C","C5"," 60 months","Fully Paid","Debt consolidation","Source Verified"
3056,"C","C5"," 60 months","Fully Paid","Debt consolidation","Verified"
3057,"C","C5"," 60 months","Fully Paid","car","Not Verified"
3058,"C","C5"," 60 months","Fully Paid","car","Source Verified"
3059,"C","C5"," 60 months","Fully Paid","car","Verified"
3060,"C","C5"," 60 months","Fully Paid","credit card","Not Verified"
3061,"D","D2"," 36 months","Fully Paid","small business","Not Verified"
3062,"D","D2"," 36 months","Fully Paid","small business","Source Verified"
3063,"D","D2"," 36 months","Fully Paid","small business","Verified"
3064,"D","D2"," 36 months","Fully Paid","vacation","Not Verified"
3065,"D","D2"," 36 months","Fully Paid","vacation","Source Verified"
3066,"D","D2"," 36 months","Fully Paid","vacation","Verified"
3067,"D","D2"," 36 months","Fully Paid","wedding","Not Verified"
3068,"D","D2"," 36 months","Fully Paid","wedding","Source Verified"
3069,"D","D2"," 36 months","Fully Paid","wedding","Verified"
3070,"D","D2"," 60 months","Charged Off","Debt consolidation","Not Verified"
3071,"D","D2"," 60 months","Charged Off","Debt consolidation","Source Verified"
3072,"D","D2"," 60 months","Charged Off","Debt consolidation","Verified"
3073,"D","D4"," 36 months","Fully Paid","Debt consolidation","Source Verified"
3074,"D","D4"," 36 months","Fully Paid","Debt consolidation","Verified"
3075,"E","E1"," 60 months","Charged Off","Debt consolidation","Source Verified"
3076,"E","E1"," 60 months","Charged Off","Debt consolidation","Verified"
3077,"E","E1"," 60 months","Charged Off","car","Source Verified"
3078,"E","E1"," 60 months","Charged Off","credit card","Not Verified"
3079,"E","E1"," 60 months","Charged Off","credit card","Source Verified"
3080,"E","E1"," 60 months","Charged Off","credit card","Verified"
3081,"E","E1"," 60 months","Charged Off","home improvement","Not Verified"
3082,"E","E1"," 60 months","Charged Off","home improvement","Source Verified"
3083,"E","E1"," 60 months","Charged Off","home improvement","Verified"
3084,"E","E1"," 60 months","Charged Off","house","Not Verified"
3085,"E","E1"," 60 months","Charged Off","house","Verified"
3086,"E","E1"," 60 months","Charged Off","major purchase","Not Verified"
3087,"E","E1"," 60 months","Charged Off","major purchase","Source Verified"
3088,"E","E1"," 60 months","Charged Off","major purchase","Verified"
3089,"E","E1"," 60 months","Charged Off","other","Not Verified"
3090,"E","E1"," 60 months","Charged Off","other","Source Verified"
3091,"C","C5"," 60 months","Fully Paid","credit card","Source Verified"
3092,"C","C5"," 60 months","Fully Paid","credit card","Verified"
3093,"C","C5"," 60 months","Fully Paid","home improvement","Not Verified"
3094,"C","C5"," 60 months","Fully Paid","home improvement","Source Verified"
3095,"C","C5"," 60 months","Fully Paid","home improvement","Verified"
3096,"C","C5"," 60 months","Fully Paid","house","Verified"
3097,"C","C5"," 60 months","Fully Paid","major purchase","Not Verified"
3098,"C","C5"," 60 months","Fully Paid","major purchase","Source Verified"
3099,"C","C5"," 60 months","Fully Paid","major purchase","Verified"
3100,"C","C5"," 60 months","Fully Paid","medical","Source Verified"
3101,"C","C5"," 60 months","Fully Paid","medical","Verified"
3102,"C","C5"," 60 months","Fully Paid","other","Not Verified"
3103,"C","C5"," 60 months","Fully Paid","other","Source Verified"
3104,"C","C5"," 60 months","Fully Paid","other","Verified"
3105,"C","C5"," 60 months","Fully Paid","renewable_energy","Verified"
3106,"C","C5"," 60 months","Fully Paid","small business","Not Verified"
3107,"C","C5"," 60 months","Fully Paid","small business","Source Verified"
3108,"C","C5"," 60 months","Fully Paid","small business","Verified"
3109,"C","C5"," 60 months","Fully Paid","vacation","Source Verified"
3110,"C","C5"," 60 months","Fully Paid","wedding","Not Verified"
3111,"C","C5"," 60 months","Fully Paid","wedding","Verified"
3112,"D","D1"," 36 months","Charged Off","Debt consolidation","Not Verified"
3113,"D","D2"," 60 months","Charged Off","car","Source Verified"
3114,"D","D2"," 60 months","Charged Off","car","Verified"
3115,"D","D2"," 60 months","Charged Off","credit card","Not Verified"
3116,"D","D2"," 60 months","Charged Off","credit card","Source Verified"
3117,"D","D2"," 60 months","Charged Off","credit card","Verified"
3118,"D","D2"," 60 months","Charged Off","home improvement","Not Verified"
3119,"D","D2"," 60 months","Charged Off","home improvement","Source Verified"
3120,"D","D2"," 60 months","Charged Off","home improvement","Verified"
3121,"D","D2"," 60 months","Charged Off","house","Verified"
3122,"D","D2"," 60 months","Charged Off","major purchase","Not Verified"
3123,"D","D2"," 60 months","Charged Off","major purchase","Source Verified"
3124,"D","D2"," 60 months","Charged Off","major purchase","Verified"
3125,"D","D2"," 60 months","Charged Off","medical","Not Verified"
3126,"D","D2"," 60 months","Charged Off","medical","Source Verified"
3127,"D","D2"," 60 months","Charged Off","moving","Source Verified"
3128,"D","D2"," 60 months","Charged Off","other","Not Verified"
