"BORROWER_ID","EMP_LENGTH","EMP_TITLE","HOME_OWNERSHIP","ANNUAL_INCOME"
792338,"< 1 year","","RENT",45000
365900,"< 1 year","Reiter Affiliated Companies","RENT",65000
819327,"2 years","Jalux Americas, Inc.","RENT",21000
1252598,"3 years","Chubb","RENT",70000
1278099,"10+ years","","RENT",70000
634373,"10+ years","","RENT",42000
371632,"2 years","Computer Sciences Corporation","RENT",46250
893854,"4 years","Lutheran Social Services","RENT",33200
1008781,"4 years","Millennium Training Institute","RENT",55000
630636,"< 1 year","Redbox Automated Retail","RENT",25000
1219400,"1 year","Housatonic Valley Association","RENT",37200
1263389,"10+ years","Salt Creek Grille","RENT",22000
530689,"5 years","Orange County Public Schools","RENT",38000
1056676,"6 years","Copper-Burton","RENT",65000
350595,"6 years","wachovia securities","RENT",60000
542192,"1 year","Friar Tuck Beverage","RENT",24000
1281704,"1 year","Ripple IT","RENT",35000
996809,"10+ years","","RENT",42000
633411,"10+ years","","RENT",135000
943597,"10+ years","Atkins Engineering","RENT",100000
834118,"10+ years","New Jersey Dept of Banking and Insurance","RENT",93000
540560,"2 years","Pacific Cookie Company","RENT",22000
729033,"2 years","Bumble Bee Seafood","RENT",48000
316240,"2 years","Lord Abbett","RENT",48000
524035,"2 years","NYC Department of Education","RENT",54731
557726,"3 years","Verizon","RENT",42900
1003635,"3 years","Interstate Warehousing","RENT",43000
578131,"3 years","County of San Diego","RENT",37232
664233,"4 years","Pomona Unified School District","RENT",69700
410950,"4 years","Self Employed","RENT",20000
678935,"4 years","LF USA","RENT",50650
878916,"5 years","Noble Energy","RENT",50000
1267507,"5 years","THE PANTRY","RENT",18000
458646,"6 years","EarthCalc Inc.","RENT",35000
629926,"7 years","Roberts Markel PC","RENT",155000
1049089,"9 years","SYSTEL BUSINESS EQUIPMENT CO. INC","RENT",40000
608999,"< 1 year","Episcopal Day School","RENT",18000
631539,"< 1 year","MicroStrategy, Inc","RENT",70000
1264747,"4 years","","RENT",50000
606591,"1 year","American Institute of Steel Construction","RENT",38500
648972,"10+ years","Whitfield Jack Jewellers","RENT",25000
867846,"2 years","EMC Corporation","RENT",68000
1091023,"3 years","Texas Roadhouse","RENT",21600
866679,"4 years","The Argonaut Newspaper","RENT",40000
1266273,"4 years","Chapman Care Center","RENT",70000
1270296,"5 years","Shaklee Corporation","RENT",62400
353586,"< 1 year","Fleming's Prime Steakhouse & Wine Bar","RENT",38000
626214,"10+ years","Imperial County Office of Education","RENT",81960
1284421,"2 years","Allied Trade Group Inc.","RENT",45000
601492,"3 years","Guardian Life Insurance","RENT",42000
1088555,"2 years","sgk home solutions","RENT",72000
1079151,"< 1 year","Industry Built","RENT",66000
779991,"1 year","Fauquier County","RENT",61400
483608,"1 year","Acushnet Golf","RENT",43000
1187196,"10+ years","Utah Department of Transportation","RENT",65000
1066489,"2 years","Fort Worth Tire & Service Inc.","RENT",41000
572106,"3 years","MidWest Television","RENT",61000
657331,"3 years","IMS","RENT",50000
1271362,"3 years","Phill Razitano","RENT",24000
622029,"4 years","Levine Plotkin & Menin, LLP","RENT",50000
460127,"4 years","Bavarian Soundwerks, LLC","RENT",42000
646104,"4 years","PNC Bank, N.A.","RENT",70000
962173,"1 year","MRI SOFTWARE LLC","RENT",45000
992091,"10+ years","martis camp","RENT",62000
556393,"10+ years","UCLA Medical Center","RENT",89772
506399,"3 years","astons marble  and  granite","RENT",51504
284630,"3 years","LLC","RENT",90000
958909,"5 years","ADESA Inc.","RENT",62000
1285024,"6 years","S&V Education Systems/ Middle GA Center","RENT",85000
701536,"< 1 year","MindTeck","RENT",40000
1258596,"6 years","Markit","RENT",110000
504890,"< 1 year","Compellent Technologies","RENT",50000
978859,"3 years","DEVNET INC","RENT",45500
1289018,"3 years","Auto-car Sale","RENT",65000
345445,"4 years","IMG","RENT",46800
602554,"3 years","COMBINED COMPUTER RESOURCES","RENT",60000
416390,"1 year","Osteria","RENT",42000
625501,"4 years","allied barton","RENT",90000
645667,"8 years","CamFlor Inc","RENT",92000
303438,"10+ years","IRONWORKERS LOCAL UNION 79","RENT",57000
957428,"3 years","Wells Fargo Home Mortgage","RENT",51000
888663,"1 year","General Dynamics Information Technology","RENT",69000
543815,"8 years","Administaff/Newview Technologies","RENT",144000
955410,"1 year","First Student","RENT",35000
871180,"10+ years","Offshore Energy Services","MORTGAGE",136000
728242,"2 years","Delta Group","MORTGAGE",35000
299515,"1 year","Service First Realty","MORTGAGE",60000
1280307,"5 years","Wilsonart  International","MORTGAGE",48000
592876,"< 1 year","BDC","MORTGAGE",90000
641320,"3 years","City of Barstow","MORTGAGE",96000
630466,"2 years","Knight Enterprises","MORTGAGE",50000
553401,"7 years","Stored Value Solutions","MORTGAGE",41000
317948,"7 years","Team Ford","MORTGAGE",89018
1026493,"10+ years","Pioneers memorial Hopspital","RENT",34000
849050,"3 years","Underground Functional Fitness","MORTGAGE",85000
1050804,"3 years","Tenet Health","MORTGAGE",88000
784338,"4 years","Klein ISD","RENT",50000
892582,"3 years","","RENT",42000
1249101,"4 years","Avenue Web Media, LLC","RENT",45000
889439,"4 years","Allergan","RENT",36000
930884,"5 years","Mercy Hospital of Buffalo","RENT",22800
758192,"< 1 year","Shelly BMW","RENT",70000
1077006,"10+ years","Gospel Ministries Center","MORTGAGE",60000
1059351,"10+ years","Rubin Weisman Colasanti Kajko & Stein","MORTGAGE",55000
718829,"10+ years","Tift Regional Medical Center","MORTGAGE",95680
688914,"2 years","Northrop Grumman Corp.","MORTGAGE",57000
402873,"2 years","Springfield Hospital","MORTGAGE",48000
827539,"2 years","Department of Defense","MORTGAGE",100000
900853,"4 years","Burns & Mcdonnell","MORTGAGE",65458
1215135,"5 years","Intuit","MORTGAGE",90000
961171,"5 years","US Social Security Administration","MORTGAGE",100000
843954,"9 years","Bureau of Land Management","MORTGAGE",48500
1224798,"< 1 year","Volunteer of America","MORTGAGE",76875
1051054,"< 1 year","National Marrow Donor Program","MORTGAGE",79500
1218841,"10+ years","golden nugget casino","MORTGAGE",30000
1281902,"5 years","Center ISD","MORTGAGE",57000
729527,"7 years","Grandview Marketing","MORTGAGE",115000
553288,"8 years","RLI","MORTGAGE",49000
863001,"8 years","njsea","MORTGAGE",30000
844733,"1 year","AT&T","MORTGAGE",25000
1272289,"10+ years","Caddo Parish School System","MORTGAGE",65000
373584,"10+ years","Bexar County","MORTGAGE",110004
851504,"4 years","The Crone Law Group","MORTGAGE",112000
1225594,"8 years","Southern California Edison","MORTGAGE",120000
820459,"3 years","Meridian","MORTGAGE",52000
1286945,"2 years","United Insurance","MORTGAGE",65000
1021034,"2 years","Richly Interactive, Inc.","MORTGAGE",200000
766121,"5 years","First Assembly of God","MORTGAGE",38160
845833,"6 years","USAF","MORTGAGE",78000
1265944,"5 years","The Conway National Bank","MORTGAGE",102000
1268677,"10+ years","Gwinnett County BOE - Mill Creek HS","MORTGAGE",63000
1202976,"2 years","NRG Energy","MORTGAGE",174000
960920,"4 years","West-Tech Contracting, Inc.","MORTGAGE",78000
687133,"4 years","Hilmar Cheese Company","MORTGAGE",55000
1217149,"8 years","MHC Kenworth","MORTGAGE",75000
1079623,"5 years","First Data Corporation","MORTGAGE",80000
683592,"4 years","RBS","MORTGAGE",62000
1231227,"4 years","Town of Greene","OWN",42000
774675,"6 years","Pasco Middle School","OWN",37000
961351,"6 years","Middletown USD","OWN",65000
761077,"10+ years","US ARMY","OWN",84000
663995,"6 years","Professional Networks, Inc.","OWN",37000
945776,"1 year","Bristol Design Build Services","OWN",55000
1080775,"1 year","Berkeley Unified - Berkeley High","RENT",48400
1076650,"3 years","Symantec Corporation","RENT",42769
1266546,"10+ years","","MORTGAGE",65000
979722,"10+ years","mark dunning industries","OWN",49000
867473,"10+ years","University of Miami","OWN",76000
942811,"3 years","ADP Dealer Services","RENT",60000
1229814,"4 years","Tile Interiors","RENT",30660
1078896,"6 years","Comcast Cable","RENT",85000
1101692,"10+ years","Walgreens","RENT",56000
970648,"10+ years","Enterprise Holdings LLC","RENT",104004
706509,"10+ years","Perkins Coie LLP","RENT",69996
925373,"6 years","EBS Healthcare","RENT",60000
1288637,"< 1 year","UPS","RENT",80000
1285774,"1 year","Abaris Behavioral Health","RENT",56496
1023089,"3 years","retail convergence","RENT",54000
746964,"< 1 year","Starbucks","RENT",76800
936210,"8 years","efi corp","RENT",27600
929272,"< 1 year","Allstate Insurance Company","RENT",80000
966621,"4 years","T-Mobile Usa","RENT",49000
1255604,"< 1 year","Cumming Construction Management","RENT",150000
1252659,"10+ years","Paston Group LLC","RENT",51000
1260692,"10+ years","Information Management Dept., NMC","RENT",61234
714579,"10+ years","ups","RENT",56400
926581,"2 years","Visual Data Media Services Inc","RENT",50000
731871,"4 years","Acorda Therapeutics","RENT",67000
824552,"5 years","Marriott Marina Del Rey","RENT",52800
1268518,"< 1 year","CSU Monterey Bay","RENT",52008
1193734,"< 1 year","JCCA","RENT",45000
1068300,"2 years","roselle board of education","RENT",92000
1272927,"2 years","DEPARTMENT OF HOMELAND SECURITY","RENT",49960
884874,"3 years","Ozburn Hessey Logistics","RENT",53000
834816,"4 years","Compucom Systems","RENT",75108
703359,"6 years","Pfizer","RENT",83004
758329,"< 1 year","Mozilla","RENT",150000
803006,"1 year","Walmart Corporation","RENT",126600
1055202,"4 years","Yodlee","RENT",158000
774548,"4 years","S E C U","RENT",48000
1199931,"9 years","Transportation Security Administration","RENT",50000
895360,"10+ years","Social Security Administration","RENT",87929
731655,"5 years","Monmouth Medical Center","RENT",62000
1116554,"3 years","maritime applied physics corp","RENT",110000
722563,"< 1 year","Winters Joint Unified School District","RENT",105000
899283,"10+ years","Sherwin-Williams Co.","RENT",42000
1193580,"10+ years","Iacobellis & Associates","RENT",122400
762810,"4 years","John Hancock","RENT",35000
958862,"3 years","Keith D Weiner & Associates, LPA","MORTGAGE",65000
723717,"9 years","Treasure Island Resort and Casino","MORTGAGE",45000
1207858,"10+ years","IRS","MORTGAGE",78000
1228520,"5 years","Court Services and Offender Supervision","MORTGAGE",79864
920601,"7 years","A&M PRODUCTS","MORTGAGE",60000
1232779,"10+ years","Occidental Chemical Corporation","MORTGAGE",85000
784818,"10+ years","Walmart","RENT",24756
859954,"7 years","St. Mary's Hospital","MORTGAGE",60000
776640,"7 years","Pro-Pac International, Inc.","MORTGAGE",90792
777049,"< 1 year","Dynamic Point","MORTGAGE",84996
1106128,"10+ years","American Honda Finance","MORTGAGE",66996
1105842,"10+ years","U.S. Border Patrol","MORTGAGE",140000
745376,"10+ years","VISALIA CYCLERY","MORTGAGE",54000
816539,"10+ years","State of TN, Public Defender Office","MORTGAGE",36000
1021801,"10+ years","US Navy","MORTGAGE",120000
708890,"10+ years","KCS Railroad","MORTGAGE",75000
1103417,"10+ years","WYNDHAM","MORTGAGE",90000
749890,"10+ years","Jackson Health System","MORTGAGE",70830
1093172,"10+ years","JcPenney","MORTGAGE",90000
786971,"10+ years","CAL FIRE","MORTGAGE",120000
669731,"10+ years","City Of Long Beach","MORTGAGE",81000
1030395,"10+ years","Pentair","MORTGAGE",54000
1055291,"10+ years","Florida East Coast Railway","MORTGAGE",60000
1238634,"2 years","GCA Services","MORTGAGE",66000
841465,"2 years","Ingleside at King Farm","MORTGAGE",106000
1024717,"2 years","Dave and Buster's, Inc","MORTGAGE",62925
1061834,"2 years","Meridian Senior Living","MORTGAGE",100000
1076153,"3 years","dekadt marketing and research","MORTGAGE",100000
922228,"5 years","New Vision Televsion","MORTGAGE",50000
1257158,"5 years","Commonwealth of Virginia","MORTGAGE",64620
806239,"6 years","Wellborn Forest Products","MORTGAGE",45000
707068,"9 years","HSBC","MORTGAGE",43000
1024030,"2 years","kaytee products","MORTGAGE",82500
673625,"10+ years","Postal Service","MORTGAGE",51094
787039,"10+ years","fedex express","MORTGAGE",56000
821403,"10+ years","lowes","MORTGAGE",48500
767070,"10+ years","State of Florida Senate","MORTGAGE",102200
764721,"10+ years","Fidelity Investments","MORTGAGE",115000
680087,"10+ years","Los Angeles City Fire Department","MORTGAGE",150000
810489,"3 years","NAVFAC Southeast","MORTGAGE",57408
1069003,"4 years","Department of the Army","MORTGAGE",55000
1070987,"4 years","AT&T","MORTGAGE",74000
771255,"< 1 year","Smartronix","MORTGAGE",90000
1250225,"10+ years","city of providence","MORTGAGE",80000
1219388,"1 year","SIG Combibloc","MORTGAGE",97500
922318,"10+ years","BP","MORTGAGE",101000
920037,"10+ years","U.S. Army","MORTGAGE",95496
722786,"10+ years","Hewlett Packard","MORTGAGE",54996
672337,"< 1 year","Star Tickets, Inc.","MORTGAGE",85000
712654,"10+ years","Shaw Industries","MORTGAGE",90000
955392,"10+ years","Kamini Malhotra, M.D. Inc","MORTGAGE",58000
968300,"10+ years","Bi-Lo, LLC","MORTGAGE",35000
765636,"10+ years","Goldman Sachs  and  Co.","MORTGAGE",200004
1194376,"3 years","Levantina USA","MORTGAGE",60000
1052045,"3 years","Radvision, Inc","MORTGAGE",120000
1057690,"4 years","Wahl Refractory Solutions","MORTGAGE",60000
933429,"5 years","Levin Group  Inc","MORTGAGE",42204
1043449,"6 years","Wellstar health system","MORTGAGE",80000
848131,"7 years","University of Colorado, Boulder","MORTGAGE",60000
1047357,"7 years","nemschoff chairs","MORTGAGE",54996
702707,"10+ years","Deutsche Bank","MORTGAGE",90000
808166,"2 years","Exterran","MORTGAGE",92004
1056139,"4 years","FAA","MORTGAGE",81996
734555,"7 years","US Government","MORTGAGE",81754
1040330,"9 years","First Advantage","MORTGAGE",163000
899708,"10+ years","Lockheed Martin","MORTGAGE",105000
1239499,"10+ years","Wahluke School","MORTGAGE",60000
1271953,"10+ years","GE Energy","MORTGAGE",189996
1066312,"10+ years","US Army","MORTGAGE",125000
889261,"10+ years","usps","MORTGAGE",55000
1287147,"10+ years","Chase","MORTGAGE",85470
987896,"3 years","carlsonwagonlit travel","MORTGAGE",31500
1190632,"5 years","Shaw Stone & Webster","MORTGAGE",116000
716082,"7 years","Fresenius Medical","MORTGAGE",72000
796557,"5 years","Fidelity Investments","MORTGAGE",50000
1189562,"1 year","Genzyme Corporation","MORTGAGE",123500
726105,"10+ years","Kaiser Permanente","MORTGAGE",48000
1163591,"10+ years","Chicago Transit Authority","MORTGAGE",61651
747975,"3 years","Intuit","MORTGAGE",78540
921679,"6 years","Cimarex Energy","MORTGAGE",175000
955021,"6 years","Dept. of Homeland Security","MORTGAGE",95000
778885,"10+ years","Bank of America","MORTGAGE",46747
1087207,"2 years","Sothebys","MORTGAGE",64500
1092376,"2 years","Mueller & Partin CPA","MORTGAGE",72000
859133,"6 years","Victory Land Group, Inc.","MORTGAGE",61000
945980,"1 year","Apple","MORTGAGE",37000
911961,"2 years","Clean Earth restorations INC.","MORTGAGE",84996
1194967,"4 years","Southside Baptist Church","MORTGAGE",72000
965691,"4 years","White & Case","MORTGAGE",42759
717311,"5 years","Washington Army National Guard","MORTGAGE",70000
1081319,"6 years","Zurich NA","MORTGAGE",125000
968733,"9 years","Federal Employee","MORTGAGE",71102
975748,"10+ years","University of Miami","MORTGAGE",65000
1084459,"7 years","","MORTGAGE",68000
889860,"1 year","RealPage Inc","MORTGAGE",63000
866570,"10+ years","Alamance Regional Medical Center","MORTGAGE",87000
747395,"10+ years","M.C. Dean","MORTGAGE",90000
673402,"10+ years","Superior Court of Arizona","MORTGAGE",113500
1280250,"10+ years","Solara hospital","MORTGAGE",75000
1057569,"9 years","Department of Defense","MORTGAGE",80000
906053,"1 year","MRM Worldwide","MORTGAGE",100000
681118,"8 years","Automatic Data Processing","MORTGAGE",132000
797290,"4 years","Smith Services","MORTGAGE",170004
1260751,"5 years","transitown usa","MORTGAGE",82000
927597,"3 years","lms","MORTGAGE",30000
1018485,"8 years","Walgreens","RENT",45000
1263472,"9 years","Allentown School District","RENT",60000
961440,"< 1 year","Verizon Wireless","RENT",44054
1001669,"< 1 year","Procon GPS","RENT",33000
690486,"< 1 year","Bank Of America","RENT",85000
1196929,"10+ years","Essintial Enterprise Solutions","RENT",39000
708293,"< 1 year","SAIC","RENT",130000
747073,"10+ years","Lightning Trading","RENT",72000
846275,"10+ years","LA times","RENT",65000
968723,"1 year","Live Nation","RENT",100000
1260122,"10+ years","ewscripps","RENT",45000
673658,"2 years","Los Angeles Kings","RENT",30000
1216970,"2 years","Emptoris, Inc.","RENT",51000
746058,"2 years","Advertising Specialty Institute","RENT",30000
1056174,"3 years","Pentagon Federal Credit Union","RENT",105144
863631,"10+ years","Florida Trading Corporation","RENT",43160
908171,"10+ years","Lowe's Home Improvement Warehouse","RENT",67100
689563,"10+ years","U.S. Post Office","RENT",55000
704358,"2 years","State of Oregon","RENT",41000
1199487,"5 years","Ups","RENT",73000
991532,"5 years","wells fargo capital finance","RENT",72000
676791,"2 years","Centrex","RENT",32280
1072874,"10+ years","Jewish Home Lifecare","RENT",160000
678583,"10+ years","KLA-Tencor","RENT",99000
770526,"3 years","Time Warner","RENT",159996
846756,"9 years","Department of Defense","RENT",84000
803700,"< 1 year","ATK","RENT",33600
1101772,"10+ years","Bank of America","RENT",140000
914545,"1 year","Kaplan  Inc.","RENT",170004
840303,"10+ years","Bank of America","RENT",135000
743162,"10+ years","City of Pasadena","RENT",50004
931902,"2 years","Department of Transportation","RENT",83400
1067148,"2 years","Moody's Investor Services","RENT",65000
1269322,"6 years","Delta Air Lines","RENT",62000
1263856,"6 years","","RENT",82000
750618,"8 years","sprint communications","RENT",35000
961024,"8 years","DHS/TSA","RENT",44564
1051653,"1 year","Electronic Arts","RENT",75996
674606,"10+ years","LimitedBrands Corporation","RENT",114774
1219340,"1 year","Allen & Company LLC","RENT",290000
987339,"10+ years","Southside Regional Medical Center","RENT",78000
1145621,"2 years","AmeriFlex","RENT",51000
679268,"4 years","CurtCo Media","RENT",81000
719956,"5 years","Sumitomo Mitsui Banking Corporation","RENT",80000
889744,"6 years","Union Bank","RENT",75000
1273069,"7 years","Atlantic Plant Maintenance","RENT",60000
887712,"1 year","Koch Supply & Trading, LP","RENT",114500
1266387,"2 years","City of Opelika","RENT",41500
1107442,"6 years","us army","RENT",32004
961991,"6 years","NYS Department of Corrections","RENT",52400
843856,"10+ years","MGM Grand Resorts International","RENT",45000
1257344,"4 years","WorldAPP, Inc.","RENT",150000
900984,"4 years","","RENT",65000
854670,"3 years","Resort at Pelican Hill","RENT",56000
1037594,"10+ years","BNSF Railways","RENT",65000
767402,"4 years","Kohls","RENT",68496
1008184,"10+ years","BROWARD COUNTY SHERIFF'S OFFICE","RENT",62000
740959,"10+ years","Cobham Surveillance","RENT",115000
1201574,"4 years","Capital One Bank","RENT",105000
1249634,"10+ years","the new york post","RENT",106000
801901,"6 years","Sullivan & Worcester","RENT",69200
778270,"3 years","Lockheed Martin","RENT",57500
824428,"10+ years","Gwinnett County Public Schools","MORTGAGE",68868
709779,"4 years","SEARS","MORTGAGE",36000
732626,"3 years","Van Devere, Inc.","MORTGAGE",72000
1262847,"5 years","Matrix Resources","MORTGAGE",115000
902899,"10+ years","hamilton sunstrand","MORTGAGE",80000
993845,"10+ years","HUD-Dept of Housing Urban Development","MORTGAGE",105211
860810,"9 years","Target","OWN",43000
748125,"10+ years","Dart Logistics","OWN",26448
1077185,"10+ years","NorthStarAerospace","OWN",55000
1269078,"1 year","Norris Sales Company Inc.","MORTGAGE",68124
1264572,"10+ years","garden home management","MORTGAGE",48000
985185,"3 years","King And Spalding LLP","MORTGAGE",42000
1016636,"10+ years","ILL DEPT OF CORRECTIONS","MORTGAGE",87000
1267095,"5 years","bed bath and beyond","OWN",30000
1014099,"4 years","SABOR","RENT",27000
894029,"4 years","Rancho Federal Credit Union","RENT",44137
1006855,"10+ years","Johnson & Wales University","RENT",51000
1202989,"10+ years","State Bar of Georgia","MORTGAGE",80000
1035741,"10+ years","Claim Jumper (owned by Landrys Inc.)","MORTGAGE",68000
1090480,"10+ years","TeleMed, Inc","MORTGAGE",65000
1279694,"1 year","KP Sports","MORTGAGE",93000
1211353,"3 years","Alpha Omega Hospice","MORTGAGE",47400
1261854,"1 year","WAKE FOREST BAPTIST HEALTH","MORTGAGE",157000
1018745,"3 years","Horry County Schools","MORTGAGE",45000
1199959,"10+ years","Richmond Strikers Soccer Club","MORTGAGE",55000
1218328,"10+ years","","MORTGAGE",150000
930120,"5 years","Edwards Lifesciences","OWN",84875
1225223,"10+ years","District Construction LLC","OWN",77160
1073250,"10+ years","USAF","RENT",68000
1069314,"7 years","Cumberland Development","RENT",46800
1169262,"2 years","North Ward Center Inc","RENT",56000
1285165,"10+ years","craft brew alliance","RENT",45000
1213387,"2 years","Bankruptcy Advantage, LLC","RENT",82500
1050202,"3 years","desert rose casino","RENT",31308
1263353,"5 years","mount sinai hospital","RENT",103000
966473,"10+ years","Stop&Shop Supermarkets","MORTGAGE",84000
1076523,"10+ years","fedex","MORTGAGE",55000
1211002,"10+ years","US Army Aviation Engineering","MORTGAGE",108000
1199852,"3 years","USAA","MORTGAGE",50000
1044504,"3 years","Terralever","MORTGAGE",200000
1288878,"3 years","Multivista, FL dba Premium Documentation","MORTGAGE",66000
1205195,"4 years","LEK CONSULTING","MORTGAGE",56000
1227071,"9 years","NC Department of Crime Control & Public","MORTGAGE",61900
1006909,"10+ years","Quest Software Public Sector Inc","MORTGAGE",180000
1265069,"8 years","Henry Schein","MORTGAGE",35000
1201243,"10+ years","Eglin AFB Fire Dept.","MORTGAGE",117500
1267974,"7 years","MGM Resorts Aviation","MORTGAGE",61000
1157188,"1 year","NiSource","MORTGAGE",65000
1186706,"10+ years","21st century oncology","MORTGAGE",129996
979387,"5 years","Citi Financial","MORTGAGE",48504
1237928,"6 years","Arizona State Credit Union","MORTGAGE",51000
1209117,"4 years","JK Harris","MORTGAGE",79000
1284866,"8 years","morgan ashley studio salon","MORTGAGE",50000
1020608,"4 years","Arthrex","MORTGAGE",65000
1084157,"10+ years","South Western City Schools","MORTGAGE",65000
1270085,"10+ years","State of California","RENT",102000
1109821,"5 years","Shared Technology group services inc","RENT",96000
1194748,"1 year","Research In Motion","RENT",86000
1225055,"5 years","UCLA","RENT",111396
1271859,"10+ years","Southwest Airlines","RENT",53000
1249967,"4 years","City & County of Denver","RENT",34008
1187131,"2 years","Williams-Sonoma","RENT",52000
987274,"10+ years","Johnson & Wales University","RENT",51000
1189693,"< 1 year","Northern Nevada Title","RENT",60000
1062910,"10+ years","Clayton County Board of Education","RENT",73329
1267709,"2 years","Lodi Memorial Hospital","RENT",80000
1108009,"10+ years","Socket Mobile, Inc.","RENT",65000
1048652,"< 1 year","Temple Shaaray Tefila; New York Sports","RENT",70000
373745,"10+ years","U.S. District Court","MORTGAGE",69508
523369,"2 years","Schlotzsky's Deli","RENT",12996
549919,"2 years","ACT","RENT",26000
140448,"1 year","Sephora","OWN",18000
118760,"< 1 year","Community Environmental Center","RENT",40000
231531,"1 year","Environmental Monitoring & Testing","RENT",20000
200841,"1 year","West Allis Animal Hospital","RENT",12000
377656,"10+ years","NYPD","MORTGAGE",103000
372383,"5 years","Peninsula School District","MORTGAGE",56000
538061,"6 years","Loudoun County Public Schools","MORTGAGE",97000
503703,"1 year","Firelake Grand Casino","MORTGAGE",45000
507076,"< 1 year","","MORTGAGE",30000
605837,"5 years","Las Vegas Hilton","MORTGAGE",62400
409439,"4 years","7-Eleven(formerly White Hen Pantry)","OWN",34800
502034,"1 year","Wells Fargo","RENT",40800
539332,"2 years","PwC","RENT",63000
527516,"2 years","VIP","RENT",29000
492938,"2 years","Cardiovascular Research Foundation, Columbia University","RENT",48000
416991,"2 years","Liberty Plaza","RENT",31200
397324,"< 1 year","New Spirit Spa","RENT",18000
449916,"< 1 year","The Counter","RENT",24000
638578,"4 years","CHARTIS-Broker Services","RENT",37500
370508,"< 1 year","Austin Powder Co.","RENT",20000
468043,"< 1 year","Ryan Alternative Staffing","RENT",14000
587135,"4 years","JOHN SCIALES, MD","RENT",19200
623421,"4 years","sport chalet","RENT",42000
369841,"< 1 year","Nick and Willys Pizza","RENT",15000
687432,"1 year","Divine Community Health Care Services","MORTGAGE",65000
460307,"3 years","Alta Bates Medical Center","MORTGAGE",100000
512061,"9 years","Butler Hospital","OWN",35000
410594,"1 year","Children's Scholarship Fund","RENT",30996
315193,"10+ years","U.S. Federal Government","MORTGAGE",105900
583639,"7 years","Blockbuster Inc","MORTGAGE",100000
349824,"2 years","Caparros Corporation","RENT",33000
468556,"2 years","Perot Systems","RENT",80607
509408,"3 years","Bristol-Myers Squibb","RENT",104000
358736,"9 years","","RENT",175000
663156,"6 years","Metraflex","RENT",58000
383029,"1 year","HSA-UWC","RENT",41000
696912,"5 years","Strategic Financial Group of California","RENT",72000
1287372,"5 years","Seattle Cancer Care Alliance","MORTGAGE",46000
1294478,"4 years","North Fork Holdings","MORTGAGE",118000
90962,"8 years","Oracle Corporation","MORTGAGE",150000
94256,"1 year","Alliance Financial","MORTGAGE",150000
587429,"5 years","jasmar enterprises inc","MORTGAGE",180952
348078,"< 1 year","Retired","MORTGAGE",42000
966239,"1 year","allegheny ludlum","MORTGAGE",55000
626216,"2 years","Seneca Resources Group","MORTGAGE",44300
553455,"4 years","air tight llc","MORTGAGE",90000
629954,"2 years","AIG","MORTGAGE",45000
590203,"4 years","Community Action Partnership of San Bernardino County","MORTGAGE",70000
604474,"< 1 year","American Home Bank","MORTGAGE",240000
639237,"< 1 year","Pacific Western Bank","MORTGAGE",44000
923142,"6 years","local 26","MORTGAGE",115000
753446,"10+ years","mark dunning industries","OWN",45000
751558,"< 1 year","Genco Supply Chain Solutions","RENT",30000
1253604,"5 years","Berean Group","MORTGAGE",126000
237477,"10+ years","VHV","MORTGAGE",65000
250508,"1 year","Golden Living","MORTGAGE",60000
258804,"10+ years","Contract / self employed","MORTGAGE",75885
234569,"10+ years","kmex/univision","MORTGAGE",90000
780884,"1 year","Laird Broadcasting WDUX AM-FM","MORTGAGE",20000
1033953,"10+ years","Honeywell Int.","MORTGAGE",117000
442424,"10+ years","Insurance Center  Inc","MORTGAGE",63000
1096377,"10+ years","Howard County Government","MORTGAGE",74000
903391,"10+ years","air compressor eng .com","MORTGAGE",91000
360697,"10+ years","Time WARNER Cable","MORTGAGE",52000
632166,"10+ years","Advanced Marketing Strategies","MORTGAGE",72000
1283500,"2 years","GGS Technical Publications","MORTGAGE",47760
982198,"3 years","MARION COUNT SHERIFF DEPT.","MORTGAGE",36000
912795,"3 years","Meineke Car Care","MORTGAGE",58000
1099254,"3 years","Occupational Medical Care","MORTGAGE",78000
666788,"4 years","Power Solutions LLC","MORTGAGE",100000
622172,"4 years","Christiana Care Health Services","MORTGAGE",60000
547484,"5 years","Western Fumigation","MORTGAGE",50000
1278339,"5 years","Panasonic Electric Works of America","MORTGAGE",135000
1053678,"5 years","Collision Centers of NH","MORTGAGE",50000
1248764,"5 years","hospice","MORTGAGE",22800
919268,"6 years","carolina thomas","MORTGAGE",48996
711120,"8 years","Bay Area Rapid Transit","MORTGAGE",120000
991791,"9 years","ELEGANT WINDOWS, INC","MORTGAGE",40000
993047,"10+ years","ITW Texwipe","MORTGAGE",65000
803355,"2 years","PC-Doctor, Inc.","MORTGAGE",82000
849302,"3 years","FEDERAL AVIATION ADMINISTRATION","MORTGAGE",97192
451822,"6 years","Phoenix Health Plan","MORTGAGE",67642
643348,"7 years","Progressive Insurance","MORTGAGE",60000
1063923,"8 years","Comcast Spotlight","MORTGAGE",65000
346661,"< 1 year","University of South Carolina","MORTGAGE",67000
887088,"10+ years","ServiceLink","MORTGAGE",85000
351474,"10+ years","Clearfield Hospital","MORTGAGE",30792
1047223,"4 years","Genesis Medical Center","MORTGAGE",42000
440415,"< 1 year","Abra Auto & Glass","MORTGAGE",52000
568071,"< 1 year","Torrance Memorial Medical Center","MORTGAGE",75670
